 1   1
 2  -1
 3   1
 4   1
 5   1
 6  -1
 7  -1
 8  -3
 9  -4
10  -5
11   1
12   1
13 -11
14 -12
15   1
16 -15
17   1
18   1
19 -18
20   1
21   1
