#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:13:18      3      13568     C  2413    16     0     0     0   check.exe      
 20200402   14:13:28      3      13568     C  2413    17     0     0     0   check.exe      
 20200402   14:13:38      3      13568     C  2413    15     0     0     0   check.exe      
 20200402   14:13:48      3      13568     C  2413    17     0     0     0   check.exe      
 20200402   14:13:58      3      13568     C  2413    15     0     0     0   check.exe      
 20200402   14:14:08      3      13568     C  2413    16     0     0     0   check.exe      
 20200402   14:14:18      3      13568     C  2413    16     0     0     0   check.exe      
 20200402   14:14:28      3      13568     C  2413    16     0     0     0   check.exe      
 20200402   14:14:38      3      13568     C  2413    17     0     0     0   check.exe      
 20200402   14:14:48      3      13568     C  2413    16     0     0     0   check.exe      
 20200402   14:14:58      3      13568     C  2413    15     0     0     0   check.exe      
 20200402   14:15:08      3      13568     C  2413    17     0     0     0   check.exe      
 20200402   14:15:18      3      13568     C  2413    19     0     0     0   check.exe      
 20200402   14:15:28      3      13568     C  2413    14     0     0     0   check.exe      
 20200402   14:15:38      3      16761     C  2403    16     0     0     0   check.exe      
 20200402   14:15:48      3      16761     C  2403    15     0     0     0   check.exe      
 20200402   14:15:58      3      16761     C  2413    25     0     0     0   check.exe      
 20200402   14:16:08      3      16761     C  2413    17     0     0     0   check.exe      
 20200402   14:16:18      3      16761     C  2413    14     0     0     0   check.exe      
 20200402   14:16:28      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:16:38      3      16761     C  2413    15     0     0     0   check.exe      
 20200402   14:16:48      3      16761     C  2413    17     0     0     0   check.exe      
 20200402   14:16:58      3      16761     C  2413    17     0     0     0   check.exe      
 20200402   14:17:08      3      16761     C  2413    15     0     0     0   check.exe      
 20200402   14:17:18      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:17:28      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:17:38      3      16761     C  2413    15     0     0     0   check.exe      
 20200402   14:17:48      3      16761     C  2413    17     0     0     0   check.exe      
 20200402   14:17:58      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:18:08      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:18:18      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:18:28      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:18:38      3      16761     C  2413    17     0     0     0   check.exe      
 20200402   14:18:48      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:18:58      3      16761     C  2413    15     0     0     0   check.exe      
 20200402   14:19:08      3      16761     C  2413    17     0     0     0   check.exe      
#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:19:18      3      16761     C  2413    18     0     0     0   check.exe      
 20200402   14:19:28      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:19:38      3      16761     C  2413    16     0     0     0   check.exe      
 20200402   14:19:48      3      16761     C  2413    15     0     0     0   check.exe      
 20200402   14:19:58      3      16810     C  2403    17     0     0     0   check.exe      
 20200402   14:20:08      3      16810     C  2413    26     0     0     0   check.exe      
 20200402   14:20:18      3      16810     C  2413    15     0     0     0   check.exe      
 20200402   14:20:28      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:20:38      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:20:48      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:20:58      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:21:08      3      16810     C  2413    15     0     0     0   check.exe      
 20200402   14:21:18      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:21:28      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:21:38      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:21:48      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:21:58      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:22:08      3      16810     C  2413    15     0     0     0   check.exe      
 20200402   14:22:18      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:22:28      3      16810     C  2413    19     0     0     0   check.exe      
 20200402   14:22:38      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:22:48      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:22:58      3      16810     C  2413    15     0     0     0   check.exe      
 20200402   14:23:08      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:23:18      3      16810     C  2413    17     0     0     0   check.exe      
 20200402   14:23:28      3      16810     C  2413    15     0     0     0   check.exe      
 20200402   14:23:38      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:23:48      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:23:58      3      16810     C  2413    16     0     0     0   check.exe      
 20200402   14:24:08      3      16944     C  2403    17     0     0     0   check.exe      
 20200402   14:24:18      3      16944     C  2413    21     0     0     0   check.exe      
 20200402   14:24:28      3      16944     C  2413    22     0     0     0   check.exe      
 20200402   14:24:38      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:24:48      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:24:58      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:25:08      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:25:18      3      16944     C  2413    14     0     0     0   check.exe      
 20200402   14:25:28      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:25:38      3      16944     C  2413    18     0     0     0   check.exe      
 20200402   14:25:48      3      16944     C  2413    14     0     0     0   check.exe      
 20200402   14:25:58      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:26:08      3      16944     C  2413    15     0     0     0   check.exe      
 20200402   14:26:18      3      16944     C  2413    17     0     0     0   check.exe      
 20200402   14:26:28      3      16944     C  2413    17     0     0     0   check.exe      
#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:26:38      3      16944     C  2413    15     0     0     0   check.exe      
 20200402   14:26:48      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:26:58      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:27:08      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:27:18      3      16944     C  2413    17     0     0     0   check.exe      
 20200402   14:27:28      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:27:38      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:27:48      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:27:58      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:28:08      3      16944     C  2413    16     0     0     0   check.exe      
 20200402   14:28:18      3      17101     C  2403    15     0     0     0   check.exe      
 20200402   14:28:28      3      17101     C  2403    15     0     0     0   check.exe      
 20200402   14:28:38      3      17101     C  2413    24     0     0     0   check.exe      
 20200402   14:28:48      3      17101     C  2413    17     0     0     0   check.exe      
 20200402   14:28:58      3      17101     C  2413    15     0     0     0   check.exe      
 20200402   14:29:08      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:29:18      3      17101     C  2413    14     0     0     0   check.exe      
 20200402   14:29:28      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:29:38      3      17101     C  2413    17     0     0     0   check.exe      
 20200402   14:29:48      3      17101     C  2413    15     0     0     0   check.exe      
 20200402   14:29:58      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:30:08      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:30:18      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:30:28      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:30:38      3      17101     C  2413    17     0     0     0   check.exe      
 20200402   14:30:48      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:30:58      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:31:08      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:31:18      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:31:28      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:31:38      3      17101     C  2413    15     0     0     0   check.exe      
 20200402   14:31:48      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:31:58      3      17101     C  2413    17     0     0     0   check.exe      
 20200402   14:32:09      3      17101     C  2413    15     0     0     0   check.exe      
 20200402   14:32:19      3      17101     C  2413    16     0     0     0   check.exe      
 20200402   14:32:29      3      17101     C  2413    15     0     0     0   check.exe      
 20200402   14:32:39      3      20331     C  2403    16     0     0     0   check.exe      
 20200402   14:32:49      3      20331     C  2413    26     0     0     0   check.exe      
 20200402   14:32:59      3      20331     C  2413    15     0     0     0   check.exe      
 20200402   14:33:09      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:33:19      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:33:29      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:33:39      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:33:49      3      20331     C  2413    17     0     0     0   check.exe      
#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:33:59      3      20331     C  2413    14     0     0     0   check.exe      
 20200402   14:34:09      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:34:19      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:34:29      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:34:39      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:34:49      3      20331     C  2413    15     0     0     0   check.exe      
 20200402   14:34:59      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:35:09      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:35:19      3      20331     C  2413    15     0     0     0   check.exe      
 20200402   14:35:29      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:35:39      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:35:49      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:35:59      3      20331     C  2413    17     0     0     0   check.exe      
 20200402   14:36:09      3      20331     C  2413    15     0     0     0   check.exe      
 20200402   14:36:19      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:36:29      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:36:39      3      20331     C  2413    16     0     0     0   check.exe      
 20200402   14:36:49      3      20456     C  2403    17     0     0     0   check.exe      
 20200402   14:36:59      3      20456     C  2413    26     0     0     0   check.exe      
 20200402   14:37:09      3      20456     C  2413    14     0     0     0   check.exe      
 20200402   14:37:19      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:37:29      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:37:39      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:37:49      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:37:59      3      20456     C  2413    15     0     0     0   check.exe      
 20200402   14:38:09      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:38:19      3      20456     C  2413    18     0     0     0   check.exe      
 20200402   14:38:29      3      20456     C  2413    15     0     0     0   check.exe      
 20200402   14:38:39      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:38:49      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:38:59      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:39:09      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:39:19      3      20456     C  2413    15     0     0     0   check.exe      
 20200402   14:39:29      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:39:39      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:39:49      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:39:59      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:40:09      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:40:19      3      20456     C  2413    15     0     0     0   check.exe      
 20200402   14:40:29      3      20456     C  2413    17     0     0     0   check.exe      
 20200402   14:40:39      3      20456     C  2413    19     0     0     0   check.exe      
 20200402   14:40:49      3      20456     C  2413    16     0     0     0   check.exe      
 20200402   14:40:59      3      20534     C  2403    16     0     0     0   check.exe      
 20200402   14:41:09      3      20534     C  2403    15     0     0     0   check.exe      
#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:41:19      3      20534     C  2413    26     0     0     0   check.exe      
 20200402   14:41:29      3      20534     C  2413    18     0     0     0   check.exe      
 20200402   14:41:39      3      20534     C  2413    15     0     0     0   check.exe      
 20200402   14:41:49      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:41:59      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:42:09      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:42:19      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:42:29      3      20534     C  2413    15     0     0     0   check.exe      
 20200402   14:42:39      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:42:49      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:42:59      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:43:09      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:43:19      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:43:29      3      20534     C  2413    15     0     0     0   check.exe      
 20200402   14:43:39      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:43:49      3      20534     C  2413    19     0     0     0   check.exe      
 20200402   14:43:59      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:44:09      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:44:19      3      20534     C  2413    15     0     0     0   check.exe      
 20200402   14:44:29      3      20534     C  2413    17     0     0     0   check.exe      
 20200402   14:44:39      3      20534     C  2413    18     0     0     0   check.exe      
 20200402   14:44:49      3      20534     C  2413    15     0     0     0   check.exe      
 20200402   14:44:59      3      20534     C  2413    16     0     0     0   check.exe      
 20200402   14:45:09      3      21551     C  2403    16     0     0     0   check.exe      
 20200402   14:45:19      3      21551     C  2403    16     0     0     0   check.exe      
 20200402   14:45:29      3      21551     C  2413    27     0     0     0   check.exe      
 20200402   14:45:39      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:45:49      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:45:59      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:46:09      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:46:19      3      21551     C  2413    18     0     0     0   check.exe      
 20200402   14:46:29      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:46:39      3      21551     C  2413    14     0     0     0   check.exe      
 20200402   14:46:49      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:46:59      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:47:09      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:47:19      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:47:29      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:47:39      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:47:49      3      21551     C  2413    18     0     0     0   check.exe      
 20200402   14:47:59      3      21551     C  2413    14     0     0     0   check.exe      
 20200402   14:48:09      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:48:19      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:48:29      3      21551     C  2413    17     0     0     0   check.exe      
#Date       Time        gpu        pid  type    fb    sm   mem   enc   dec   command
#YYYYMMDD   HH:MM:SS    Idx          #   C/G    MB     %     %     %     %   name
 20200402   14:48:39      3      21551     C  2413    18     0     0     0   check.exe      
 20200402   14:48:49      3      21551     C  2413    15     0     0     0   check.exe      
 20200402   14:48:59      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:49:09      3      21551     C  2413    17     0     0     0   check.exe      
 20200402   14:49:19      3      21551     C  2413    16     0     0     0   check.exe      
 20200402   14:49:29      3      23803     C  2403    17     0     0     0   check.exe      
 20200402   14:49:39      3      23803     C  2413    22     0     0     0   check.exe      
 20200402   14:49:49      3      23803     C  2413    25     0     0     0   check.exe      
 20200402   14:49:59      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:50:09      3      23803     C  2413    16     0     0     0   check.exe      
 20200402   14:50:19      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:50:29      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:50:39      3      23803     C  2413    14     0     0     0   check.exe      
 20200402   14:50:49      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:50:59      3      23803     C  2413    18     0     0     0   check.exe      
 20200402   14:51:09      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:51:19      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:51:29      3      23803     C  2413    15     0     0     0   check.exe      
 20200402   14:51:39      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:51:49      3      23803     C  2413    18     0     0     0   check.exe      
 20200402   14:51:59      3      23803     C  2413    15     0     0     0   check.exe      
 20200402   14:52:09      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:52:19      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:52:29      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:52:39      3      23803     C  2413    17     0     0     0   check.exe      
 20200402   14:52:49      3      23803     C  2413    15     0     0     0   check.exe      
